source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
S0650,QakBot,software,uses,T1059.001,PowerShell,technique,[QakBot](https://attack.mitre.org/software/S0650) can use PowerShell to download and execute payloads.(Citation: Group IB Ransomware September 2020)
S0650,QakBot,software,uses,T1057,Process Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) has the ability to check running processes.(Citation: ATT QakBot April 2021)
S0650,QakBot,software,uses,T1055.012,Process Hollowing,technique,[QakBot](https://attack.mitre.org/software/S0650) can use process hollowing to execute its main payload.(Citation: ATT QakBot April 2021)
S0650,QakBot,software,uses,T1055,Process Injection,technique,"[QakBot](https://attack.mitre.org/software/S0650) can inject itself into processes including explore.exe, Iexplore.exe, and Mobsync.exe.(Citation: Trend Micro Qakbot May 2020)(Citation: Kroll Qakbot June 2020)(Citation: Trend Micro Qakbot December 2020)(Citation: Kaspersky QakBot September 2021)"
S0650,QakBot,software,uses,T1572,Protocol Tunneling,technique,The [QakBot](https://attack.mitre.org/software/S0650) proxy module can encapsulate SOCKS5 protocol within its own proxy protocol.(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[QakBot](https://attack.mitre.org/software/S0650) can maintain persistence by creating an auto-run Registry key.(Citation: Trend Micro Qakbot May 2020)(Citation: Crowdstrike Qakbot October 2020)(Citation: Trend Micro Qakbot December 2020)(Citation: Group IB Ransomware September 2020)
S0650,QakBot,software,uses,T1218.010,Regsvr32,technique,[QakBot](https://attack.mitre.org/software/S0650) can use Regsvr32 to execute malicious DLLs.(Citation: Red Canary Qbot)(Citation: Cyberint Qakbot May 2021)(Citation: ATT QakBot April 2021)
S0650,QakBot,software,uses,T1018,Remote System Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) can identify remote systems through the <code>net view</code> command.(Citation: Crowdstrike Qakbot October 2020)(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1091,Replication Through Removable Media,technique,[QakBot](https://attack.mitre.org/software/S0650) has the ability to use removable drives to spread through compromised networks.(Citation: Trend Micro Qakbot May 2020)
S0650,QakBot,software,uses,T1218.011,Rundll32,technique,[QakBot](https://attack.mitre.org/software/S0650) can use Rundll32.exe to enable C2 communication.(Citation: Crowdstrike Qakbot October 2020)(Citation: Red Canary Qbot)(Citation: Cyberint Qakbot May 2021)(Citation: ATT QakBot April 2021)
S0650,QakBot,software,uses,T1053.005,Scheduled Task,technique,[QakBot](https://attack.mitre.org/software/S0650) has the ability to create scheduled tasks for persistence.(Citation: Trend Micro Qakbot May 2020)(Citation: Kroll Qakbot June 2020)(Citation: Crowdstrike Qakbot October 2020)(Citation: Trend Micro Qakbot December 2020)(Citation: Red Canary Qbot)(Citation: Cyberint Qakbot May 2021)(Citation: Kaspersky QakBot September 2021)(Citation: Group IB Ransomware September 2020)
S0650,QakBot,software,uses,T1518.001,Security Software Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) can identify the installed antivirus product on a targeted system.(Citation: Crowdstrike Qakbot October 2020)(Citation: ATT QakBot April 2021)(Citation: ATT QakBot April 2021)(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1518,Software Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) can enumerate a list of installed programs.(Citation: Group IB Ransomware September 2020)
S0650,QakBot,software,uses,T1027.002,Software Packing,technique,[QakBot](https://attack.mitre.org/software/S0650) can encrypt and pack malicious payloads.(Citation: Cyberint Qakbot May 2021)
S0650,QakBot,software,uses,T1566.001,Spearphishing Attachment,technique,[QakBot](https://attack.mitre.org/software/S0650) has spread through emails with malicious attachments.(Citation: Trend Micro Qakbot May 2020)(Citation: Kroll Qakbot June 2020)(Citation: Trend Micro Qakbot December 2020)(Citation: Cyberint Qakbot May 2021)(Citation: ATT QakBot April 2021)(Citation: Kaspersky QakBot September 2021)(Citation: Group IB Ransomware September 2020)
S0650,QakBot,software,uses,T1566.002,Spearphishing Link,technique,"[QakBot](https://attack.mitre.org/software/S0650) has spread through emails with malicious links.(Citation: Trend Micro Qakbot May 2020)(Citation: Kroll Qakbot June 2020)(Citation: Trend Micro Qakbot December 2020)(Citation: ATT QakBot April 2021)(Citation: Kaspersky QakBot September 2021)(Citation: Group IB Ransomware September 2020)
"
S0650,QakBot,software,uses,T1132.001,Standard Encoding,technique,[QakBot](https://attack.mitre.org/software/S0650) can Base64 encode system information sent to C2.(Citation: Crowdstrike Qakbot October 2020)(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1539,Steal Web Session Cookie,technique,[QakBot](https://attack.mitre.org/software/S0650) has the ability to capture web session cookies.(Citation: Kroll Qakbot June 2020)(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1573.001,Symmetric Cryptography,technique,[QakBot](https://attack.mitre.org/software/S0650) can RC4 encrypt strings in C2 communication.(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1497.001,System Checks,technique,[QakBot](https://attack.mitre.org/software/S0650) can check the compromised host for the presence of multiple executables associated with analysis tools and halt execution if any are found.(Citation: Trend Micro Qakbot May 2020)(Citation: ATT QakBot April 2021)
S0650,QakBot,software,uses,T1082,System Information Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) can collect system information including the OS version and domain on a compromised host.(Citation: Crowdstrike Qakbot October 2020)(Citation: ATT QakBot April 2021)(Citation: Group IB Ransomware September 2020)
S0650,QakBot,software,uses,T1016,System Network Configuration Discovery,technique,"[QakBot](https://attack.mitre.org/software/S0650) can use <code>net config workstation</code>, <code>arp -a</code>, and <code>ipconfig /all</code> to gather network configuration information.(Citation: Crowdstrike Qakbot October 2020)(Citation: Kaspersky QakBot September 2021)(Citation: Group IB Ransomware September 2020)"
S0650,QakBot,software,uses,T1049,System Network Connections Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) can use <code>netstat</code> to enumerate current network connections.(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1033,System Owner/User Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) can identify the user name on a compromised system.(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1124,System Time Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) can identify the system time on a targeted host.(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1497.003,Time Based Evasion,technique,The [QakBot](https://attack.mitre.org/software/S0650) dropper can delay dropping the payload to evade detection.(Citation: Cyberint Qakbot May 2021)(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1059.005,Visual Basic,technique,"[QakBot](https://attack.mitre.org/software/S0650) can use VBS to download and execute malicious files.(Citation: Trend Micro Qakbot May 2020)
(Citation: Kroll Qakbot June 2020)(Citation: Crowdstrike Qakbot October 2020)(Citation: Trend Micro Qakbot December 2020)(Citation: Cyberint Qakbot May 2021)(Citation: Group IB Ransomware September 2020)"
S0650,QakBot,software,uses,T1071.001,Web Protocols,technique,[QakBot](https://attack.mitre.org/software/S0650) has the ability to use HTTP and HTTPS in communication with C2 servers.(Citation: Trend Micro Qakbot May 2020)(Citation: Crowdstrike Qakbot October 2020)(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1059.003,Windows Command Shell,technique,[QakBot](https://attack.mitre.org/software/S0650) can use cmd.exe to launch itself and to execute multiple C2 commands.(Citation: Crowdstrike Qakbot October 2020)(Citation: ATT QakBot April 2021)(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1047,Windows Management Instrumentation,technique,[QakBot](https://attack.mitre.org/software/S0650) can execute WMI queries to gather information.(Citation: Kaspersky QakBot September 2021)
S0262,QuasarRAT,software,uses,T1553.002,Code Signing,technique,A [QuasarRAT](https://attack.mitre.org/software/S0262) .dll file is digitally signed by a certificate from AirVPN.(Citation: Volexity Patchwork June 2018)
S0262,QuasarRAT,software,uses,T1552.001,Credentials In Files,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) can obtain passwords from FTP clients.(Citation: GitHub QuasarRAT)(Citation: Volexity Patchwork June 2018)
S0262,QuasarRAT,software,uses,T1555,Credentials from Password Stores,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) can obtain passwords from common FTP clients.(Citation: GitHub QuasarRAT)(Citation: Volexity Patchwork June 2018)
S0262,QuasarRAT,software,uses,T1555.003,Credentials from Web Browsers,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) can obtain passwords from common web browsers.(Citation: GitHub QuasarRAT)(Citation: Volexity Patchwork June 2018)
S0262,QuasarRAT,software,uses,T1105,Ingress Tool Transfer,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) can download files to the victim’s machine and execute them.(Citation: GitHub QuasarRAT)(Citation: Volexity Patchwork June 2018)
S0262,QuasarRAT,software,uses,T1056.001,Keylogging,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) has a built-in keylogger.(Citation: GitHub QuasarRAT)(Citation: Volexity Patchwork June 2018)
S0262,QuasarRAT,software,uses,T1112,Modify Registry,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) has a command to edit the Registry on the victim’s machine.(Citation: GitHub QuasarRAT)
S0262,QuasarRAT,software,uses,T1090,Proxy,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) can communicate over a reverse proxy using SOCKS5.(Citation: GitHub QuasarRAT)(Citation: Volexity Patchwork June 2018)
S0262,QuasarRAT,software,uses,T1021.001,Remote Desktop Protocol,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) has a module for performing remote desktop access.(Citation: GitHub QuasarRAT)(Citation: Volexity Patchwork June 2018)
S0262,QuasarRAT,software,uses,T1053.005,Scheduled Task,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) contains a .NET wrapper DLL for creating and managing scheduled tasks for maintaining persistence upon reboot.(Citation: Volexity Patchwork June 2018)
S0262,QuasarRAT,software,uses,T1573.001,Symmetric Cryptography,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) uses AES to encrypt network communication.(Citation: GitHub QuasarRAT)(Citation: Volexity Patchwork June 2018)
S0262,QuasarRAT,software,uses,T1082,System Information Discovery,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) has a command to gather system information from the victim’s machine.(Citation: GitHub QuasarRAT)
S0262,QuasarRAT,software,uses,T1125,Video Capture,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) can perform webcam viewing.(Citation: GitHub QuasarRAT)(Citation: Volexity Patchwork June 2018)
S0262,QuasarRAT,software,uses,T1059.003,Windows Command Shell,technique,[QuasarRAT](https://attack.mitre.org/software/S0262) can launch a remote shell to execute commands on the victim’s machine.(Citation: GitHub QuasarRAT)
S0055,RARSTONE,software,uses,T1055.001,Dynamic-link Library Injection,technique,"After decrypting itself in memory, [RARSTONE](https://attack.mitre.org/software/S0055) downloads a DLL file from its C2 server and loads it in the memory space of a hidden Internet Explorer process. This “downloaded” file is actually not dropped onto the system.(Citation: Camba RARSTONE)"
S0055,RARSTONE,software,uses,T1083,File and Directory Discovery,technique,[RARSTONE](https://attack.mitre.org/software/S0055) obtains installer properties from Uninstall Registry Key entries to obtain information about installed applications and how to uninstall certain applications.(Citation: Camba RARSTONE)
S0055,RARSTONE,software,uses,T1105,Ingress Tool Transfer,technique,[RARSTONE](https://attack.mitre.org/software/S0055) downloads its backdoor component from a C2 server and loads it directly into memory.(Citation: Aquino RARSTONE)
S0055,RARSTONE,software,uses,T1095,Non-Application Layer Protocol,technique,[RARSTONE](https://attack.mitre.org/software/S0055) uses SSL to encrypt its communication with its C2 server.(Citation: Aquino RARSTONE)
S0241,RATANKBA,software,uses,T1055.001,Dynamic-link Library Injection,technique,[RATANKBA](https://attack.mitre.org/software/S0241) performs a reflective DLL injection using a given pid.(Citation: Lazarus RATANKBA)(Citation: RATANKBA)
S0241,RATANKBA,software,uses,T1105,Ingress Tool Transfer,technique,[RATANKBA](https://attack.mitre.org/software/S0241) uploads and downloads information.(Citation: Lazarus RATANKBA)(Citation: RATANKBA)
